evento,valor,tipo,mes_ano,fonte,Saldo Anterior (R$),Débitos (R$),Créditos (R$)
,,,2025-09,XLS,,,
,,,2025-09,XLS,,,
,,,2025-09,XLS,,,
,,,2025-09,XLS,,,
,,,2025-09,XLS,,,
,,,2025-09,XLS,,,
,,,2025-09,XLS,,,
,,,2025-09,XLS,,,
,,,2025-09,XLS,,,
,,,2025-09,XLS,,,
,,,2025-09,XLS,,,
,,,2025-09,XLS,,,
,,,2025-09,XLS,,,
,,,2025-09,XLS,,,
,,,2025-09,XLS,,,
,,,2025-09,XLS,,,
,,,2025-09,XLS,,,
,,,2025-09,XLS,,,
,,,2025-09,XLS,,,
,,,2025-09,XLS,,,
,,,2025-09,XLS,,,
,,,2025-09,XLS,,,
,,,2025-09,XLS,,,
,,,2025-09,XLS,,,
,,,2025-09,XLS,,,
,,,2025-09,XLS,,,
,,,2025-09,XLS,,,
,,,2025-09,XLS,,,
,,,2025-09,XLS,,,
,,,2025-09,XLS,,,
,,,2025-09,XLS,,,
,,,2025-09,XLS,,,
,,,2025-09,XLS,,,
,,,2025-09,XLS,,,
,,,2025-09,XLS,,,
,,,2025-09,XLS,,,
,,,2025-09,XLS,,,
,,,2025-09,XLS,,,
,,,2025-09,XLS,,,
,,,2025-09,XLS,,,
,,,2025-09,XLS,,,
,,,2025-09,XLS,,,
,,,2025-09,XLS,,,
,,,2025-09,XLS,,,
,,,2025-09,XLS,,,
,,,2025-09,XLS,,,
,,,2025-09,XLS,,,
,,,2025-09,XLS,,,
,,,2025-09,XLS,,,
,,,2025-09,XLS,,,
,,,2025-09,XLS,,,
,,,2025-09,XLS,,,
,,,2025-09,XLS,,,
,,,2025-09,XLS,,,
,,,2025-09,XLS,,,
,,,2025-09,XLS,,,
,,,2025-09,XLS,,,
,,,2025-09,XLS,,,
,,,2025-09,XLS,,,
,,,2025-09,XLS,,,
,,,2025-09,XLS,,,
,,,2025-09,XLS,,,
,,,2025-09,XLS,,,
,,,2025-09,XLS,,,
,,,2025-09,XLS,,,
,,,2025-09,XLS,,,
,,,2025-09,XLS,,,
,,,2025-09,XLS,,,
,,,2025-09,XLS,,,
,,,2025-09,XLS,,,
,,,2025-09,XLS,,,
,,,2025-09,XLS,,,
,,,2025-09,XLS,,,
,,,2025-09,XLS,,,
,,,2025-09,XLS,,,
,,,2025-09,XLS,,,
,,,2025-09,XLS,,,
,,,2025-09,XLS,,,
,,,2025-09,XLS,,,
,,,2025-09,XLS,,,
,,,2025-09,XLS,,,
,,,2025-09,XLS,,,
,,,2025-09,XLS,,,
,,,2025-09,XLS,,,
,,,2025-09,XLS,,,
,,,2025-09,XLS,,,
,,,2025-09,XLS,,,
,,,2025-09,XLS,,,
,,,2025-09,XLS,,,
,,,2025-09,XLS,,,
,,,2025-09,XLS,,,
,,,2025-09,XLS,,,
,,,2025-09,XLS,,,
,,,2025-09,XLS,,,
,,,2025-09,XLS,,,
,,,2025-09,XLS,,,
,,,2025-09,XLS,,,
,,,2025-09,XLS,,,
,,,2025-09,XLS,,,
,,,2025-09,XLS,,,
,,,2025-09,XLS,,,
,,,2025-09,XLS,,,
,,,2025-09,XLS,,,
,,,2025-09,XLS,,,
,,,2025-09,XLS,,,
,,,2025-09,XLS,,,
,,,2025-09,XLS,,,
,,,2025-09,XLS,,,
,,,2025-09,XLS,,,
,,,2025-09,XLS,,,
,,,2025-09,XLS,,,
,,,2025-09,XLS,,,
,,,2025-09,XLS,,,
,,,2025-09,XLS,,,
,,,2025-09,XLS,,,
,,,2025-09,XLS,,,
,,,2025-09,XLS,,,
,,,2025-09,XLS,,,
,,,2025-09,XLS,,,
,,,2025-09,XLS,,,
,,,2025-09,XLS,,,
,,,2025-09,XLS,,,
,,,2025-09,XLS,,,
,,,2025-09,XLS,,,
,,,2025-09,XLS,,,
,,,2025-09,XLS,,,
,,,2025-09,XLS,,,
,,,2025-09,XLS,,,
,,,2025-09,XLS,,,
,,,2025-09,XLS,,,
,,,2025-09,XLS,,,
,,,2025-09,XLS,,,
,,,2025-09,XLS,,,
,,,2025-09,XLS,,,
,,,2025-09,XLS,,,
,,,2025-09,XLS,,,
,,,2025-09,XLS,,,
,,,2025-09,XLS,,,
,,,2025-09,XLS,,,
,,,2025-09,XLS,,,
,,,2025-09,XLS,,,
,,,2025-09,XLS,,,
,,,2025-09,XLS,,,
,,,2025-09,XLS,,,
,,,2025-09,XLS,,,
,,,2025-09,XLS,,,
,,,2025-09,XLS,,,
,,,2025-09,XLS,,,
,,,2025-09,XLS,,,
,,,2025-09,XLS,,,
,,,2025-09,XLS,,,
,,,2025-09,XLS,,,
,,,2025-09,XLS,,,
,,,2025-09,XLS,,,
,,,2025-09,XLS,,,
,,,2025-09,XLS,,,
,,,2025-09,XLS,,,
,,,2025-09,XLS,,,
,,,2025-09,XLS,,,
,,,2025-09,XLS,,,
,,,2025-09,XLS,,,
,,,2025-09,XLS,,,
,,,2025-09,XLS,,,
,,,2025-09,XLS,,,
,,,2025-09,XLS,,,
,,,2025-09,XLS,,,
,,,2025-09,XLS,,,
,,,2025-09,XLS,,,
,,,2025-09,XLS,,,
,,,2025-09,XLS,,,
,,,2025-09,XLS,,,
,,,2025-09,XLS,,,
,,,2025-09,XLS,,,
,,,2025-09,XLS,,,
,,,2025-09,XLS,,,
,,,2025-09,XLS,,,
,,,2025-09,XLS,,,
,,,2025-09,XLS,,,
,,,2025-09,XLS,,,
,,,2025-09,XLS,,,
,,,2025-09,XLS,,,
,,,2025-09,XLS,,,
,,,2025-09,XLS,,,
,,,2025-09,XLS,,,
,,,2025-09,XLS,,,
,,,2025-09,XLS,,,
,,,2025-09,XLS,,,
,,,2025-09,XLS,,,
,,,2025-09,XLS,,,
,,,2025-09,XLS,,,
,,,2025-09,XLS,,,
,,,2025-09,XLS,,,
,,,2025-09,XLS,,,
,,,2025-09,XLS,,,
,,,2025-09,XLS,,,
,,,2025-09,XLS,,,
,,,2025-09,XLS,,,
,,,2025-09,XLS,,,
,,,2025-09,XLS,,,
,,,2025-09,XLS,,,
,,,2025-09,XLS,,,
,,,2025-09,XLS,,,
,,,2025-09,XLS,,,
,,,2025-09,XLS,,,
,,,2025-09,XLS,,,
,,,2025-09,XLS,,,
,,,2025-09,XLS,,,
,,,2025-09,XLS,,,
,,,2025-09,XLS,,,
,,,2025-09,XLS,,,
,,,2025-09,XLS,,,
,,,2025-09,XLS,,,
,,,2025-09,XLS,,,
,,,2025-09,XLS,,,
,,,2025-09,XLS,,,
,,,2025-09,XLS,,,
,,,2025-09,XLS,,,
,,,2025-09,XLS,,,
,,,2025-09,XLS,,,
,,,2025-09,XLS,,,
,,,2025-09,XLS,,,
,,,2025-09,XLS,,,
,,,2025-09,XLS,,,
,,,2025-09,XLS,,,
,,,2025-09,XLS,,,
,,,2025-09,XLS,,,
,,,2025-09,XLS,,,
,,,2025-09,XLS,,,
,,,2025-09,XLS,,,
,,,2025-09,XLS,,,
,,,2025-09,XLS,,,
,,,2025-09,XLS,,,
,,,2025-09,XLS,,,
,,,2025-09,XLS,,,
,,,2025-09,XLS,,,
,,,2025-09,XLS,,,
,,,2025-09,XLS,,,
,,,2025-09,XLS,,,
,,,2025-09,XLS,,,
,,,2025-09,XLS,,,
,,,2025-09,XLS,,,
,,,2025-09,XLS,,,
,,,2025-09,XLS,,,
,,,2025-09,XLS,,,
,,,2025-09,XLS,,,
,,,2025-09,XLS,,,
,,,2025-09,XLS,,,
,,,2025-09,XLS,,,
,,,2025-09,XLS,,,
,,,2025-09,XLS,,,
,,,2025-09,XLS,,,
,,,2025-09,XLS,,,
,,,2025-09,XLS,,,
,,,2025-09,XLS,,,
,,,2025-09,XLS,,,
,,,2025-09,XLS,,,
,,,2025-09,XLS,,,
,,,2025-09,XLS,,,
,,,2025-09,XLS,,,
,,,2025-09,XLS,,,
,,,2025-09,XLS,,,
,,,2025-09,XLS,,,
,,,2025-09,XLS,,,
,,,2025-09,XLS,,,
,,,2025-09,XLS,,,
,,,2025-09,XLS,,,
,,,2025-09,XLS,,,
,,,2025-09,XLS,,,
,,,2025-09,XLS,,,
,,,2025-09,XLS,,,
,,,2025-09,XLS,,,
,,,2025-09,XLS,,,
,,,2025-09,XLS,,,
,,,2025-09,XLS,,,
,,,2025-09,XLS,,,
,,,2025-09,XLS,,,
,,,2025-09,XLS,,,
,,,2025-09,XLS,,,
,,,2025-09,XLS,,,
,,,2025-09,XLS,,,
,,,2025-09,XLS,,,
,,,2025-09,XLS,,,
,,,2025-09,XLS,,,
,,,2025-09,XLS,,,
,,,2025-09,XLS,,,
,,,2025-09,XLS,,,
,,,2025-09,XLS,,,
,,,2025-09,XLS,,,
,,,2025-09,XLS,,,
,,,2025-09,XLS,,,
,,,2025-09,XLS,,,
,,,2025-09,XLS,,,
,,,2025-09,XLS,,,
,,,2025-09,XLS,,,
,,,2025-09,XLS,,,
,,,2025-09,XLS,,,
,,,2025-09,XLS,,,
,,,2025-09,XLS,,,
,,,2025-09,XLS,,,
,,,2025-09,XLS,,,
,,,2025-09,XLS,,,
,,,2025-09,XLS,,,
,,,2025-09,XLS,,,
,,,2025-09,XLS,,,
,,,2025-09,XLS,,,
,,,2025-09,XLS,,,
,,,2025-09,XLS,,,
,,,2025-09,XLS,,,
,,,2025-09,XLS,,,
,,,2025-09,XLS,,,
,,,2025-09,XLS,,,
,,,2025-09,XLS,,,
,,,2025-09,XLS,,,
,,,2025-09,XLS,,,
,,,2025-09,XLS,,,
,,,2025-09,XLS,,,
,,,2025-09,XLS,,,
,,,2025-09,XLS,,,
,,,2025-09,XLS,,,
,,,2025-09,XLS,,,
,,,2025-09,XLS,,,
,,,2025-09,XLS,,,
,,,2025-09,XLS,,,
,,,2025-09,XLS,,,
,,,2025-09,XLS,,,
,,,2025-09,XLS,,,
,,,2025-09,XLS,,,
,,,2025-09,XLS,,,
,,,2025-09,XLS,,,
,,,2025-09,XLS,,,
,,,2025-09,XLS,,,
,,,2025-09,XLS,,,
,,,2025-09,XLS,,,
,,,2025-09,XLS,,,
,,,2025-09,XLS,,,
,,,2025-09,XLS,-6657505.0,-6633955.0,6520830.0
,,,2025-09,XLS,-5005709.0,0.0,0.0
,,,2025-09,XLS,115000.0,0.0,31635.0
,,,2025-09,XLS,2484.0,0.0,2591.0
,,,2025-09,XLS,0.0,0.0,1060.0
,,,2025-09,XLS,-13160.0,0.0,339288.0
,,,2025-09,XLS,-562259.0,0.0,0.0
,,,2025-09,XLS,-281407.0,0.0,54050.0
,,,2025-09,XLS,9189.0,0.0,0.0
,,,2025-09,XLS,4170000.0,0.0,40000.0
,,,2025-09,XLS,-8223367.0,-6633955.0,6989454.0
,,,2025-09,XLS,-66575.05,-66339.55,65208.3
,,,2025-09,XLS,-50057.09,0.0,0.0
,,,2025-09,XLS,1150.0,0.0,316.35
,,,2025-09,XLS,24.84,0.0,25.91
,,,2025-09,XLS,0.0,0.0,10.6
,,,2025-09,XLS,-131.6,0.0,3392.88
,,,2025-09,XLS,-5622.59,0.0,0.0
,,,2025-09,XLS,-2814.07,0.0,540.5
,,,2025-09,XLS,91.89,0.0,0.0
,,,2025-09,XLS,41700.0,0.0,400.0
,,,2025-09,XLS,-82233.67,-66339.55,69894.54
,,,2025-10,XLS,-6770630.0,-6730710.0,6805255.0
,,,2025-10,XLS,-5005709.0,0.0,0.0
,,,2025-10,XLS,146635.0,0.0,39635.0
,,,2025-10,XLS,5075.0,0.0,187911.0
,,,2025-10,XLS,1060.0,0.0,0.0
,,,2025-10,XLS,326128.0,0.0,7338.0
,,,2025-10,XLS,-562259.0,0.0,0.0
,,,2025-10,XLS,-227357.0,0.0,48055.0
,,,2025-10,XLS,9189.0,0.0,0.0
,,,2025-10,XLS,4210000.0,0.0,95000.0
,,,2025-10,XLS,-7867868.0,-6730710.0,7183194.0
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
