evento,valor,tipo,mes_ano,macro_categoria
 Pg.vale Transporte ,2129.78,DESPESA,2024-07,Pessoal
 Pg.secovimed ,168.8,DESPESA,2024-07,Taxas e Impostos
 Pg.darf Inss(E-Social/Reinf) ,1514.06,DESPESA,2024-07,Pessoal
 Pg.pcmso Secovimed ,200.35,DESPESA,2024-07,Taxas e Impostos
 Pg.fgts ,326.64,DESPESA,2024-07,Pessoal
 Pg.vale Refeição/Alimentação ,200.0,DESPESA,2024-07,Pessoal
 Pg.mat.limpeza ,405.68,DESPESA,2024-08,Utilidades
 Pg.seg.vida Func.08/2024 ,286.65,DESPESA,2024-08,Pessoal
 Água/Esgoto ,8990.14,DESPESA,2024-08,Utilidades
 Pg.ceee ,1640.45,DESPESA,2024-08,Utilidades
 Pg.rep.elétrico ,2800.0,DESPESA,2024-08,Manutenção
 Pg.contr.remoto ,214.87,DESPESA,2024-08,Outros
 Peças Elevador ,1026.88,DESPESA,2024-08,Manutenção
 Pg.manut.elevador ,922.88,DESPESA,2024-08,Manutenção
 Pg.tx.fin.sd.dev.07/2024 ,1154.0,DESPESA,2024-08,Taxas e Impostos
 Pg.folha Func.bco. ,9.0,DESPESA,2024-08,Administração
 Pg.issqn ,1146.09,DESPESA,2024-08,Taxas e Impostos
 Pg. Internet ,115.19,DESPESA,2024-08,Utilidades
 Pg.transações Bco.ted/Doc ,28.0,DESPESA,2024-08,Taxas e Impostos
 Pg. ,144.0,DESPESA,2024-08,Outros
 Pg.declaração Pmpa/Issqndec ,35.0,DESPESA,2024-08,Taxas e Impostos
 Pg.elab-Reinf/E-Social/Impostos ,73.0,DESPESA,2024-08,Pessoal
 Pg.tarifa Banco Cobrança ,552.0,DESPESA,2024-08,Administração
 Pg.impressões/Fotoc. ,7.35,DESPESA,2024-08,Administração
 Pg.seguro Incêndio ,1131.64,DESPESA,2024-08,Administração
 Pg.salário ,1531.73,DESPESA,2024-08,Pessoal
 Pg.dissídio Empregador/2024 ,340.29,DESPESA,2024-08,Pessoal
 Pg.secovimed ,201.38,DESPESA,2024-08,Taxas e Impostos
 Rec.condomínio ,53712.07,RECEITA,2024-08,Receitas Condominiais
 Rec.taxa Uso Box ,390.0,RECEITA,2024-08,Fundos
 Rec.cond.estacionamento ,680.0,RECEITA,2024-08,Receitas Condominiais
 Rec.alug.depósito ,70.0,RECEITA,2024-08,Fundos
 Rec.devolução Retirada ,3950.0,RECEITA,2024-08,Receitas Condominiais
 Rec.multa+C.m.+Jrs. ,342.29,RECEITA,2024-08,Receitas Condominiais
 Rec. Multa ,48.7,RECEITA,2024-08,Receitas Condominiais
 Pg.síndico Prof. ,3871.0,DESPESA,2024-08,Pessoal
 Pg.serv.portaria ,19253.68,DESPESA,2024-08,Utilidades
 Fundo Obras ,546.42,RECEITA,2024-08,Fundos
 Pg.adto.salário ,300.0,DESPESA,2024-08,Pessoal
 Pg.fgts ,294.78,DESPESA,2024-08,Pessoal
 Pg.vale Refeição/Alimentação ,100.0,DESPESA,2024-08,Pessoal
 Pg.vale Transporte ,781.89,DESPESA,2024-08,Pessoal
 Pg.pcmso Secovimed ,200.39,DESPESA,2024-08,Taxas e Impostos
 Pg.darf Inss(E-Social/Reinf) ,1374.23,DESPESA,2024-08,Pessoal
 Taxa Auxiliar Administracao ,1096.2,DESPESA,2024-08,Administração
 Reemb.mat.expediente ,109.62,DESPESA,2024-08,Administração
 Pg.serv.limp. ,5305.88,DESPESA,2024-08,Utilidades
 Pg.mat.limpeza ,255.15,DESPESA,2024-09,Utilidades
 Pg.materiais ,596.98,DESPESA,2024-09,Outros
 Pg.ceee ,2675.04,DESPESA,2024-09,Utilidades
 Pg.manutenção ,1800.0,DESPESA,2024-09,Manutenção
 Peças Elevador ,1026.88,DESPESA,2024-09,Manutenção
 Pg.lâmpadas ,79.8,DESPESA,2024-09,Outros
 Pg.manut.elevador ,922.88,DESPESA,2024-09,Manutenção
 Pg.tx.fin.sd.dev.08/2024 ,1068.0,DESPESA,2024-09,Taxas e Impostos
 Pg.elab-Reinf/E-Social/Impostos ,73.0,DESPESA,2024-09,Pessoal
 Pg.issqn ,1132.14,DESPESA,2024-09,Taxas e Impostos
 Pg.transações Bco.ted/Doc ,14.0,DESPESA,2024-09,Taxas e Impostos
 Pg.declaração Pmpa/Issqndec ,35.0,DESPESA,2024-09,Taxas e Impostos
 Pg.tarifa Banco Cobrança ,552.0,DESPESA,2024-09,Administração
 Pg. Internet ,115.3,DESPESA,2024-09,Utilidades
 Pg.descarte Docum./2019 ,90.0,DESPESA,2024-09,Administração
 Pg.impressões/Fotoc. ,6.3,DESPESA,2024-09,Administração
 Água/Esgoto ,10328.59,DESPESA,2024-09,Utilidades
 Pg.seguro Incêndio ,1131.64,DESPESA,2024-09,Administração
 Pg.seg.vida Func.09/2024 ,286.65,DESPESA,2024-09,Pessoal
 Pg.folha Func.bco. ,9.0,DESPESA,2024-09,Administração
 Rec. Multa ,46.33,RECEITA,2024-09,Receitas Condominiais
 Pg.salário ,1531.73,DESPESA,2024-09,Pessoal
 Fundo Obras ,474.41,RECEITA,2024-09,Fundos
 Rec.condomínio ,49207.1,RECEITA,2024-09,Receitas Condominiais
 Rec.alug.depósito ,70.0,RECEITA,2024-09,Fundos
 Rec.taxa Uso Box ,390.0,RECEITA,2024-09,Fundos
 Rec.cond.estacionamento ,600.0,RECEITA,2024-09,Receitas Condominiais
 Rec.multa+C.m.+Jrs. ,51.54,RECEITA,2024-09,Receitas Condominiais
 Pg.síndico Prof. ,3871.0,DESPESA,2024-09,Pessoal
 Pg.serv.limp. ,5306.76,DESPESA,2024-09,Utilidades
 Pg.serv.portaria ,19256.88,DESPESA,2024-09,Utilidades
 Pg.fgts ,168.23,DESPESA,2024-09,Pessoal
 Pg.darf Inss(E-Social/Reinf) ,1394.18,DESPESA,2024-09,Pessoal
 Pg.pcmso Secovimed ,200.35,DESPESA,2024-09,Taxas e Impostos
 Pg.vale Refeição/Alimentação ,100.0,DESPESA,2024-09,Pessoal
 Pg.vale Transporte ,812.65,DESPESA,2024-09,Pessoal
 Pg.secovimed ,175.32,DESPESA,2024-09,Taxas e Impostos
 Taxa Auxiliar Administracao ,1096.2,DESPESA,2024-09,Administração
 Reemb.mat.expediente ,109.62,DESPESA,2024-09,Administração
 Pg.adto.salário ,300.0,DESPESA,2024-09,Pessoal
 Pg.rep.elétrico ,100.0,DESPESA,2024-10,Manutenção
 Pg.reforma ,3720.0,DESPESA,2024-10,Manutenção
 Pg.manut.elevador ,922.88,DESPESA,2024-10,Manutenção
 Peças Elevador ,1026.88,DESPESA,2024-10,Manutenção
 Pg.salário ,2925.44,DESPESA,2024-10,Pessoal
 Água/Esgoto ,9375.16,DESPESA,2024-10,Utilidades
 Pg.folha Func.bco. ,18.0,DESPESA,2024-10,Administração
 Pg.lâmpadas ,1011.06,DESPESA,2024-10,Outros
 Pg.ceee ,2396.21,DESPESA,2024-10,Utilidades
 Pg.mat.limpeza ,1312.51,DESPESA,2024-10,Utilidades
 Pg.tarifa Banco Cobrança ,552.0,DESPESA,2024-10,Administração
 Pg.seguro Incêndio ,1131.66,DESPESA,2024-10,Administração
 Pg.issqn ,1143.33,DESPESA,2024-10,Taxas e Impostos
 Pg.bateria ,1106.1,DESPESA,2024-10,Outros
 Pg.transações Bco.ted/Doc ,14.0,DESPESA,2024-10,Taxas e Impostos
 Pg.declaração Pmpa/Issqndec ,35.0,DESPESA,2024-10,Taxas e Impostos
 Pg. Internet ,112.89,DESPESA,2024-10,Utilidades
 Pg.elab-Reinf/E-Social/Impostos ,73.0,DESPESA,2024-10,Pessoal
 Pg.impressões/Fotoc. ,10.5,DESPESA,2024-10,Administração
 Pg.tx.fin.sd.dev.09/2024 ,1182.0,DESPESA,2024-10,Taxas e Impostos
 Pg.seg.vida Func.10/2024 ,286.65,DESPESA,2024-10,Pessoal
 Rec.condomínio ,57962.25,RECEITA,2024-10,Receitas Condominiais
 Reemb.mat.expediente ,109.62,DESPESA,2024-10,Administração
 Fundo Obras ,712.9,RECEITA,2024-10,Fundos
 Rec.alug.depósito ,70.0,RECEITA,2024-10,Fundos
 Rec.cond.estacionamento ,720.0,RECEITA,2024-10,Receitas Condominiais
 Rec.taxa Uso Box ,190.0,RECEITA,2024-10,Fundos
 Rec.multa+C.m.+Jrs. ,1074.86,RECEITA,2024-10,Receitas Condominiais
 Rec. Multa ,38.16,RECEITA,2024-10,Receitas Condominiais
 Rec.ch.extra Férias ,20.2,RECEITA,2024-10,Fundos
 13º Salario ,57.8,RECEITA,2024-10,Pessoal
 Pg.síndico Prof. ,3871.0,DESPESA,2024-10,Pessoal
 Pg.secovimed ,175.32,DESPESA,2024-10,Taxas e Impostos
 Estorno ,229.84,DESPESA,2024-10,Retiradas/Acerto
 Pg.vale Refeição/Alimentação ,290.0,DESPESA,2024-10,Pessoal
 Pg.serv.portaria ,19256.14,DESPESA,2024-10,Utilidades
 Pg.serv.limp. ,5306.56,DESPESA,2024-10,Utilidades
 Pg.adto.salário ,600.0,DESPESA,2024-10,Pessoal
 Pg.fgts ,168.23,DESPESA,2024-10,Pessoal
 Pg.darf Inss(E-Social/Reinf) ,1194.18,DESPESA,2024-10,Pessoal
 Pg.vale Transporte ,1032.38,DESPESA,2024-10,Pessoal
 Taxa Auxiliar Administracao ,1096.2,DESPESA,2024-10,Administração
 Pg.honor.processo ,1000.58,DESPESA,2024-10,Outros
 Pg.manut.elevador ,922.88,DESPESA,2024-11,Manutenção
 Peças Elevador ,1026.88,DESPESA,2024-11,Manutenção
 Pg.salário ,3009.31,DESPESA,2024-11,Pessoal
 Água/Esgoto ,6464.77,DESPESA,2024-11,Utilidades
 Pg.seg.vida Func.11/2024 ,286.65,DESPESA,2024-11,Pessoal
 Pg.coluna Água ,1450.0,DESPESA,2024-11,Outros
 Pg.ceee ,2592.99,DESPESA,2024-11,Utilidades
 Pg.materiais ,1210.5,DESPESA,2024-11,Outros
 Pg.declaração Pmpa/Issqndec ,35.0,DESPESA,2024-11,Taxas e Impostos
 Pg.issqn ,1123.85,DESPESA,2024-11,Taxas e Impostos
 Pg.transações Bco.ted/Doc ,31.5,DESPESA,2024-11,Taxas e Impostos
 Pg. Internet ,117.86,DESPESA,2024-11,Utilidades
 Pg.elab-Reinf/E-Social/Impostos ,73.0,DESPESA,2024-11,Pessoal
 Pg.tarifa Banco Cobrança ,552.0,DESPESA,2024-11,Administração
 Pg.impressões/Fotoc. ,14.0,DESPESA,2024-11,Administração
 Pg.1º Parc.13º Sal. ,272.05,DESPESA,2024-11,Pessoal
 Pg.tx.fin.sd.dev.10/2024 ,1220.0,DESPESA,2024-11,Taxas e Impostos
 Pg.folha Func.bco. ,18.0,DESPESA,2024-11,Administração
 Pg.secovimed ,175.32,DESPESA,2024-11,Taxas e Impostos
 Rec.alug.depósito ,70.0,RECEITA,2024-11,Fundos
 Reemb.mat.expediente ,109.62,DESPESA,2024-11,Administração
 Fundo Obras ,489.43,RECEITA,2024-11,Fundos
 Rec.condomínio ,51158.83,RECEITA,2024-11,Receitas Condominiais
 Rec.taxa Uso Box ,390.0,RECEITA,2024-11,Fundos
 Rec.cond.estacionamento ,800.0,RECEITA,2024-11,Receitas Condominiais
 Rec.multa+C.m.+Jrs. ,196.35,RECEITA,2024-11,Receitas Condominiais
 Rec. Multa ,88.15,RECEITA,2024-11,Receitas Condominiais
 Pg.síndico Prof. ,3871.0,DESPESA,2024-11,Pessoal
 13º Salario ,1808.55,RECEITA,2024-11,Pessoal
 Pg.vale Transporte ,1226.68,DESPESA,2024-11,Pessoal
 Pg.serv.limp. ,5306.01,DESPESA,2024-11,Utilidades
 Pg.serv.portaria ,19254.16,DESPESA,2024-11,Utilidades
 Pg.adto.salário ,600.0,DESPESA,2024-11,Pessoal
 Pg.fgts ,315.35,DESPESA,2024-11,Pessoal
 Pg.darf Inss(E-Social/Reinf) ,2240.84,DESPESA,2024-11,Pessoal
 Pg.vale Refeição/Alimentação ,200.0,DESPESA,2024-11,Pessoal
 Taxa Auxiliar Administracao ,1096.2,DESPESA,2024-11,Administração
 Pg.sindef Dissídio-Desc.fl.pgtº. ,162.0,DESPESA,2024-11,Pessoal
 Peças Elevador ,1026.88,DESPESA,2024-12,Manutenção
 Pg.coluna Água ,1450.0,DESPESA,2024-12,Outros
 Pg.manut.elevador ,922.88,DESPESA,2024-12,Manutenção
 Pg.desinsetização ,436.1,DESPESA,2024-12,Outros
 Pg.seg.vida Func.12/2024 ,227.04,DESPESA,2024-12,Pessoal
 Pg.ceee ,2581.59,DESPESA,2024-12,Utilidades
 Água/Esgoto ,8056.9,DESPESA,2024-12,Utilidades
 Pg.mat.pintura ,952.27,DESPESA,2024-12,Manutenção
 Pg.manutenção ,1800.0,DESPESA,2024-12,Manutenção
 Pg.pintura ,2200.0,DESPESA,2024-12,Manutenção
 Pg.elab-Reinf/E-Social/Impostos ,73.0,DESPESA,2024-12,Pessoal
 Pg.tx.fin.sd.dev.11/2024 ,1220.0,DESPESA,2024-12,Taxas e Impostos
 Pg.issqn ,1186.18,DESPESA,2024-12,Taxas e Impostos
 Honor.advoc. ,1256.68,DESPESA,2024-12,Administração
 Pg.declaração Pmpa/Issqndec ,35.0,DESPESA,2024-12,Taxas e Impostos
 Pg.tapete ,1360.0,DESPESA,2024-12,Outros
 Pg. Internet ,112.89,DESPESA,2024-12,Utilidades
 Pg.transações Bco.ted ,17.5,DESPESA,2024-12,Taxas e Impostos
 Pg.impressões/Fotoc. ,10.5,DESPESA,2024-12,Administração
 Pg.tarifa Banco Cobrança ,552.0,DESPESA,2024-12,Administração
 Pg.mat.limpeza ,376.9,DESPESA,2024-12,Utilidades
 Pg.salário ,3009.31,DESPESA,2024-12,Pessoal
 Rec.cond.estacionamento ,760.0,RECEITA,2024-12,Receitas Condominiais
 Reemb.mat.expediente ,109.62,DESPESA,2024-12,Administração
 Pg.folha Func.bco. ,36.0,DESPESA,2024-12,Administração
 Rec.condomínio ,64869.46,RECEITA,2024-12,Receitas Condominiais
 Rec.taxa Uso Box ,590.0,RECEITA,2024-12,Fundos
 Rec.alug.depósito ,70.0,RECEITA,2024-12,Fundos
 Rec.multa+C.m.+Jrs. ,2409.71,RECEITA,2024-12,Receitas Condominiais
 Rec. Multa ,71.39,RECEITA,2024-12,Receitas Condominiais
 13º Salario ,1976.46,RECEITA,2024-12,Pessoal
 Rec.ch.extra Férias ,32.41,RECEITA,2024-12,Fundos
 Pg.síndico Prof. ,3871.0,DESPESA,2024-12,Pessoal
 Pg.serv.portaria ,19251.3,DESPESA,2024-12,Utilidades
 Fundo Obras ,945.67,RECEITA,2024-12,Fundos
 Pg.adto.salário ,600.0,DESPESA,2024-12,Pessoal
 Pg.serv.limp. ,5305.23,DESPESA,2024-12,Utilidades
 Pg.inss S/13º Sal. ,1313.17,DESPESA,2024-12,Pessoal
 Pg.secovimed ,175.32,DESPESA,2024-12,Taxas e Impostos
 Pg.darf Inss(E-Social/Reinf) ,2118.4,DESPESA,2024-12,Pessoal
 Taxa Auxiliar Administracao ,1096.2,DESPESA,2024-12,Administração
 Pg.fgts ,353.46,DESPESA,2024-12,Pessoal
 Pg.vale Transporte ,1226.4,DESPESA,2024-12,Pessoal
 Pg.2º Parc.13º Sal./2024 ,1607.16,DESPESA,2024-12,Pessoal
 Pg.vale Refeição/Alimentação ,200.0,DESPESA,2024-12,Pessoal
 Peças Elevador ,1026.88,DESPESA,2025-01,Manutenção
 Pg.contr.sind.patr./2025 ,322.23,DESPESA,2025-01,Pessoal
 Água/Esgoto ,7969.42,DESPESA,2025-01,Utilidades
 Pg.ceee ,2371.36,DESPESA,2025-01,Utilidades
 Pg.limp.cx.d.água ,514.5,DESPESA,2025-01,Manutenção
 Pg.desinsetização ,436.1,DESPESA,2025-01,Outros
 Pg.bóia ,637.29,DESPESA,2025-01,Manutenção
 Pg.manut.elevador ,922.88,DESPESA,2025-01,Manutenção
 Pg.transações Bco.ted ,36.0,DESPESA,2025-01,Taxas e Impostos
 Pg.mat.limpeza ,808.67,DESPESA,2025-01,Utilidades
 Pg.tx.fin.sd.dev.12/2024 ,1108.0,DESPESA,2025-01,Taxas e Impostos
 Pg.issqn ,1149.73,DESPESA,2025-01,Taxas e Impostos
 Pg.declaração Pmpa/Issqndec ,38.0,DESPESA,2025-01,Taxas e Impostos
 Pg. Internet ,115.19,DESPESA,2025-01,Utilidades
 Pg.tarifa Banco Cobrança ,644.0,DESPESA,2025-01,Administração
 Pg.impressões/Fotoc. ,14.0,DESPESA,2025-01,Administração
 Pg.seg.vida Func.01/2025 ,227.04,DESPESA,2025-01,Pessoal
 Pg.materiais ,1175.29,DESPESA,2025-01,Outros
 Pg.folha Func.bco. ,19.6,DESPESA,2025-01,Administração
 Pg.vale Refeição/Alimentação ,200.0,DESPESA,2025-01,Pessoal
 Pg.secovimed ,175.32,DESPESA,2025-01,Taxas e Impostos
 Rec.cond.estacionamento ,680.0,RECEITA,2025-01,Receitas Condominiais
 Rec.alug.depósito ,70.0,RECEITA,2025-01,Fundos
 Fundo Obras ,488.09,RECEITA,2025-01,Fundos
 Rec.condomínio ,53198.99,RECEITA,2025-01,Receitas Condominiais
 Rec.taxa Uso Box ,190.0,RECEITA,2025-01,Fundos
 Rec.multa+C.m.+Jrs. ,9.82,RECEITA,2025-01,Receitas Condominiais
 13º Salario ,69.16,RECEITA,2025-01,Pessoal
 Pg.síndico Prof. ,3871.0,DESPESA,2025-01,Pessoal
 Rec. Multa ,77.5,RECEITA,2025-01,Receitas Condominiais
 Pg.serv.limp. ,5305.09,DESPESA,2025-01,Utilidades
 Pg.serv.portaria ,19250.82,DESPESA,2025-01,Utilidades
 Taxa Auxiliar Administracao ,1096.2,DESPESA,2025-01,Administração
 Pg.salário ,3173.14,DESPESA,2025-01,Pessoal
 Pg.darf Inss(E-Social/Reinf) ,2336.12,DESPESA,2025-01,Pessoal
 Reemb.mat.expediente ,109.62,DESPESA,2025-01,Administração
 Pg.fgts ,484.37,DESPESA,2025-01,Pessoal
 Pg.adto.salário ,600.0,DESPESA,2025-01,Pessoal
 Pg.vale Transporte ,1086.63,DESPESA,2025-01,Pessoal
 Pg.rep.hidráulico ,1200.0,DESPESA,2025-02,Manutenção
 Pg.ceee ,2601.24,DESPESA,2025-02,Utilidades
 Pg.limp.cx.d.água ,514.5,DESPESA,2025-02,Manutenção
 Pg.desinsetização ,274.4,DESPESA,2025-02,Outros
 Pg.recarga Extintores ,480.0,DESPESA,2025-02,Outros
 Peças Elevador ,1027.41,DESPESA,2025-02,Manutenção
 Pg.pintura ,2000.0,DESPESA,2025-02,Manutenção
 Pg.materiais ,938.75,DESPESA,2025-02,Outros
 Pg.mat.limpeza ,850.5,DESPESA,2025-02,Utilidades
 Pg.impressões/Fotoc. ,59.85,DESPESA,2025-02,Administração
 Pg.issqn ,1136.24,DESPESA,2025-02,Taxas e Impostos
 Pg.tx.fin.sd.dev.01/2025 ,1157.0,DESPESA,2025-02,Taxas e Impostos
 Pg.elab-Reinf/E-Social/Impostos ,160.0,DESPESA,2025-02,Pessoal
 Pg. Internet ,115.34,DESPESA,2025-02,Utilidades
 Pg.declaração Pmpa/Issqndec ,38.0,DESPESA,2025-02,Taxas e Impostos
 Pg.transações Bco.ted ,20.0,DESPESA,2025-02,Taxas e Impostos
 Pg.tarifa Banco Cobrança ,644.0,DESPESA,2025-02,Administração
 Pg.reemb.elab.e Entr.dirf ,350.0,DESPESA,2025-02,Outros
 Pg.seg.vida Func.02/2025 ,227.04,DESPESA,2025-02,Pessoal
 Pg. ,6365.0,DESPESA,2025-02,Outros
 Pg.folha Func.bco. ,19.6,DESPESA,2025-02,Administração
 Água/Esgoto ,7768.22,DESPESA,2025-02,Utilidades
 Reemb.mat.expediente ,109.62,DESPESA,2025-02,Administração
 Pg.salário ,3071.05,DESPESA,2025-02,Pessoal
 Rec.cond.estacionamento ,680.0,RECEITA,2025-02,Receitas Condominiais
 Rec.alug.depósito ,70.0,RECEITA,2025-02,Fundos
 Fundo Obras ,462.34,RECEITA,2025-02,Fundos
 Rec.condomínio ,51096.42,RECEITA,2025-02,Receitas Condominiais
 Rec.taxa Uso Box ,390.0,RECEITA,2025-02,Fundos
 Rec.multa+C.m.+Jrs. ,34.64,RECEITA,2025-02,Receitas Condominiais
 13º Salario ,7.92,RECEITA,2025-02,Pessoal
 Pg.síndico Prof. ,3871.0,DESPESA,2025-02,Pessoal
 Pg.serv.portaria ,20790.76,DESPESA,2025-02,Utilidades
 Rec. Multa ,42.28,RECEITA,2025-02,Receitas Condominiais
 Pg.serv.prestados ,5390.0,DESPESA,2025-02,Manutenção
 Pg.adto.salário ,600.0,DESPESA,2025-02,Pessoal
 Pg.vale Transporte ,1335.65,DESPESA,2025-02,Pessoal
 Pg.fgts ,336.84,DESPESA,2025-02,Pessoal
 Pg.darf Inss(E-Social/Reinf) ,1558.06,DESPESA,2025-02,Pessoal
 Pg.vale Refeição/Alimentação ,200.0,DESPESA,2025-02,Pessoal
 Pg.secovimed ,175.32,DESPESA,2025-02,Taxas e Impostos
 Taxa Auxiliar Administracao ,1096.2,DESPESA,2025-02,Administração
 Pg.serv.limp. ,5729.47,DESPESA,2025-02,Utilidades
 Pg.manutenção ,92.52,DESPESA,2025-03,Manutenção
 Pg.limp.cx.d.água ,514.5,DESPESA,2025-03,Manutenção
 Pg.ceee ,1824.66,DESPESA,2025-03,Utilidades
 Água/Esgoto ,8695.51,DESPESA,2025-03,Utilidades
 Pg.salário ,3071.05,DESPESA,2025-03,Pessoal
 Pg.assemb.ordin. ,213.6,DESPESA,2025-03,Outros
 Pg.folha Func.bco. ,19.6,DESPESA,2025-03,Administração
 Pg.secovimed ,175.32,DESPESA,2025-03,Taxas e Impostos
 Pg.conserto ,390.0,DESPESA,2025-03,Outros
 Pg.seg.vida Func.03/2025 ,227.04,DESPESA,2025-03,Pessoal
 Pg.mat.pintura ,719.8,DESPESA,2025-03,Manutenção
 Pg.tarifa Banco Cobrança ,644.0,DESPESA,2025-03,Administração
 Pg.pintura ,3200.0,DESPESA,2025-03,Manutenção
 Pg.transações Bco.ted ,32.0,DESPESA,2025-03,Taxas e Impostos
 Pg.tx.fin.sd.dev.02/2025 ,1545.0,DESPESA,2025-03,Taxas e Impostos
 Pg.issqn ,1600.55,DESPESA,2025-03,Taxas e Impostos
 Pg.declaração Pmpa/Issqndec ,38.0,DESPESA,2025-03,Taxas e Impostos
 Pg.elab-Reinf/E-Social/Impostos ,80.0,DESPESA,2025-03,Pessoal
 Pg.correio Conv.assemb.c/Ar ,433.2,DESPESA,2025-03,Outros
 Pg. Internet ,114.84,DESPESA,2025-03,Utilidades
 Pg.impressões/Fotoc. ,10.5,DESPESA,2025-03,Administração
 Reemb.mat.expediente ,109.62,DESPESA,2025-03,Administração
 Pg.rep.hidráulico ,373.45,DESPESA,2025-03,Manutenção
 Taxa Auxiliar Administracao ,1096.2,DESPESA,2025-03,Administração
 Rec. ,470.36,RECEITA,2025-03,Outros
 Pg.darf Inss(E-Social/Reinf) ,1510.57,DESPESA,2025-03,Pessoal
 Rec.cond.estacionamento ,720.0,RECEITA,2025-03,Receitas Condominiais
 Pg.vale Refeição/Alimentação ,200.0,DESPESA,2025-03,Pessoal
 Fundo Obras ,533.41,RECEITA,2025-03,Fundos
 Rec.condomínio ,62745.32,RECEITA,2025-03,Receitas Condominiais
 Rec.taxa Uso Box ,390.0,RECEITA,2025-03,Fundos
 Fundo Reserva ,16.14,RECEITA,2025-03,Fundos
 Obra Poço Luz ,10.48,RECEITA,2025-03,Outros
 Rec. Multa ,80.22,RECEITA,2025-03,Receitas Condominiais
 Rec.multa+C.m.+Jrs. ,358.82,RECEITA,2025-03,Receitas Condominiais
 Dif.salarial ,537.76,RECEITA,2025-03,Fundos
 Pg.serv.portaria ,113.29,RECEITA,2025-03,Utilidades
 Rec.alug.depósito ,190.0,RECEITA,2025-03,Fundos
 13º Salario ,21.81,RECEITA,2025-03,Pessoal
 Pg. Serviços ,36.69,RECEITA,2025-03,Outros
 Pg.fgts ,336.84,DESPESA,2025-03,Pessoal
 Pg.vale Transporte ,1171.18,DESPESA,2025-03,Pessoal
 Pg.adto.salário ,600.0,DESPESA,2025-03,Pessoal
 Pg.pcmso Secovimed ,208.38,DESPESA,2025-03,Taxas e Impostos
 Pg.serv.limp. ,5729.07,DESPESA,2025-03,Utilidades
 Pg.síndico Prof. ,3871.0,DESPESA,2025-03,Pessoal
 Pg.limp.cx.d.água ,3.19,RECEITA,2025-03,Manutenção
 Água/Esgoto ,48.23,RECEITA,2025-03,Utilidades
 Pg.serv.portaria ,20789.33,DESPESA,2025-03,Utilidades
 Pg.seg.vida Func.04/2025 ,227.04,DESPESA,2025-04,Pessoal
 Pg.desp.cartório ,213.99,DESPESA,2025-04,Outros
 Água/Esgoto ,8870.47,DESPESA,2025-04,Utilidades
 Pg.ceee ,1844.76,DESPESA,2025-04,Utilidades
 Pg.impressões/Fotoc. ,64.05,DESPESA,2025-04,Administração
 Pg.limp.cx.d.água ,514.5,DESPESA,2025-04,Manutenção
 Pg.cons.fechadura ,780.0,DESPESA,2025-04,Outros
 Pg.mat.pintura ,573.93,DESPESA,2025-04,Manutenção
 Pg.mat.limpeza ,596.4,DESPESA,2025-04,Utilidades
 Pg.transações Bco.ted ,32.0,DESPESA,2025-04,Taxas e Impostos
 Pg.devolução ,40.71,DESPESA,2025-04,Outros
 Pg.declaração Pmpa/Issqndec ,38.0,DESPESA,2025-04,Taxas e Impostos
 Pg. Internet ,125.83,DESPESA,2025-04,Utilidades
 Pg.tx.fin.sd.dev.03/2025 ,1413.0,DESPESA,2025-04,Taxas e Impostos
 Pg.remessa Doctos. ,185.3,DESPESA,2025-04,Administração
 Honor.advoc. ,490.0,DESPESA,2025-04,Administração
 Pg.elab-Reinf/E-Social/Impostos ,80.0,DESPESA,2025-04,Pessoal
 Pg.renovação Cert.digital ,145.0,DESPESA,2025-04,Outros
 Pg.tarifa Banco Cobrança ,644.0,DESPESA,2025-04,Administração
 Pg.salário ,3089.3,DESPESA,2025-04,Pessoal
 Pg.issqn ,1175.72,DESPESA,2025-04,Taxas e Impostos
 Pg.folha Func.bco. ,19.6,DESPESA,2025-04,Administração
 Pg.manutenção ,160.69,DESPESA,2025-04,Manutenção
 Reemb.mat.expediente ,109.62,DESPESA,2025-04,Administração
 Fundo Obras ,536.23,RECEITA,2025-04,Fundos
 Rec.condomínio ,65452.6,RECEITA,2025-04,Receitas Condominiais
 Rec.alug.depósito ,240.0,RECEITA,2025-04,Fundos
 Rec.taxa Uso Box ,680.0,RECEITA,2025-04,Fundos
 Rec.cond.estacionamento ,40.0,RECEITA,2025-04,Receitas Condominiais
 Rec. ,490.0,RECEITA,2025-04,Outros
 Rec.multa+C.m.+Jrs. ,305.39,RECEITA,2025-04,Receitas Condominiais
 Rec. Multa ,85.38,RECEITA,2025-04,Receitas Condominiais
 13º Salario ,32.14,RECEITA,2025-04,Pessoal
 Dif.salarial ,556.85,RECEITA,2025-04,Fundos
 Pg.secovimed ,175.32,DESPESA,2025-04,Taxas e Impostos
 Pg.serv.portaria ,20787.17,DESPESA,2025-04,Utilidades
 Pg.serv.limp. ,5728.48,DESPESA,2025-04,Utilidades
 Pg.serv.prestados ,169.75,DESPESA,2025-04,Manutenção
 Pg.adto.salário ,600.0,DESPESA,2025-04,Pessoal
 Pg.fgts ,336.84,DESPESA,2025-04,Pessoal
 Pg.pcmso Secovimed ,208.38,DESPESA,2025-04,Taxas e Impostos
 Pg.darf Inss(E-Social/Reinf) ,1584.97,DESPESA,2025-04,Pessoal
 Pg.vale Transporte ,1552.81,DESPESA,2025-04,Pessoal
